Bayesian	Gram negative	Gram positive
Enoyl-CoA hydratase (EC 4.2.1.17) / 3,2-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	-6.90775527898214	-1.55428609235902
Putative cytoplasmic protein USSDB7A	-6.90775527898214	-1.43921676257423
ECF-type sigma factor negative effector	-0.455475528682826	-6.90775527898214
Hemin ABC transporter, permease protein	-6.90775527898214	-0.963793065859158
Peptide transport system ATP-binding protein SapF	-6.90775527898214	-1.26052497383086
tRNA-dihydrouridine synthase C (EC 1.-.-.-)	-6.90775527898214	-0.937124818776997
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase	-6.90775527898214	-0.652737642222069
Glutaredoxin 2	-6.90775527898214	-1.55428609235902
Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)	-6.90775527898214	-0.576510276834184
High-affinity gluconate transporter GntT	-6.90775527898214	-1.93565364888812
DNA-binding protein HU-alpha	-6.90775527898214	-1.06316553967236
Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO	-6.90775527898214	-1.46119566929301
Putative molybdenum transport ATP-binding protein modF	-6.90775527898214	-1.71251009757391
Copper resistance protein B	-6.90775527898214	-1.39665714815544
BarA-associated response regulator UvrY (= GacA = SirA)	-6.90775527898214	-1.06316553967236
Streptococcal histidine triad protein	-0.295845383090942	-6.90775527898214
Peroxiredoxin family protein/glutaredoxin	-6.90775527898214	-1.90056232907685
Transcriptional regulator ArcR essential for anaerobic expression of the ADI pathway, Crp/Fnr family	-1.0055218656021	-6.90775527898214
Heavy metal sensor histidine kinase	-6.90775527898214	-1.39665714815544
Probable lipoprotein nlpC precursor	-6.90775527898214	-1.71251009757391
DNA ligase (ATP) (EC 6.5.1.1) ## Haemophilus influenzae type	-6.90775527898214	-1.55428609235902
UPF0337 protein yjbJ	-6.90775527898214	-1.8021222562636
UPF0441 protein ygiB	-6.90775527898214	-1.86666077740117
Putative formate dehydrogenase-specific chaperone	-6.90775527898214	-1.55428609235902
Minor pilin of type IV secretion complex (VirB5)	-6.90775527898214	-1.60429651293368
Phage-related tail protein	-6.90775527898214	-1.19032071515761
Outer membrane protein W precursor	-6.90775527898214	-0.192684343829501
Putative Heme-regulated two-component response regulator	-6.90775527898214	-1.83387095457818
ATP-dependent DNA helicase Rep	-6.90775527898214	-0.514267967956964
Ner-like regulatory protein	-6.90775527898214	-1.71251009757391
Sensor histidine kinase/response regulator	-6.90775527898214	-1.50665804336977
DNA polymerase III theta subunit (EC 2.7.7.7)	-6.90775527898214	-1.77135059759685
UPF0265 protein YeeX	-6.90775527898214	-1.41771055735327
Predicted outer membrane lipoprotein YfeY	-6.90775527898214	-1.93565364888812
Probable exported or periplasmic protein in ApbE locus	-6.90775527898214	-1.68433922060722
Phosphoglycerate mutase family 2	-0.717839793150317	-6.90775527898214
Aminotransferase, DegT/DnrJ/EryC1/StrS family	-6.90775527898214	-1.90056232907685
Phage minor tail protein #tail protein M	-6.90775527898214	-1.39665714815544
TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain	-6.90775527898214	-0.192684343829501
MreB-like protein (Mbl protein)	-0.940983344464527	-6.90775527898214
Lon-like protease with PDZ domain	-0.346276236717834	-6.90775527898214
General secretion pathway protein N	-6.90775527898214	-1.03375165446607
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129) / Transpeptidase, Penicillin binding protein transpeptidase domain	-0.645519131570691	-6.90775527898214
AsmA protein	-6.90775527898214	-1.336032526339
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein	-6.90775527898214	-1.3760378609527
Copper homeostasis protein CutF precursor / Lipoprotein NlpE involeved in surface adhesion	-6.90775527898214	-1.86666077740117
Nitric oxide synthase oxygenase (EC 1.-.-.-)	-1.07451473708905	-6.90775527898214
Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)	-6.90775527898214	-1.77135059759685
4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	-6.90775527898214	-0.263911853117869
Copper-sensing two-component system response regulator CusR	-6.90775527898214	-1.50665804336977
General stress protein, Gls24 family	-1.07451473708905	-6.90775527898214
transposase, IS605 family	-0.795801334620029	-6.90775527898214
Phage minor tail protein #Phage minor tail protein L	-6.90775527898214	-1.15698429489002
C-terminal domain of CinA type S; Protein Implicated in DNA repair function with RecA and MutS	-6.90775527898214	-0.837041360220015
TonB-dependent hemin , ferrichrome receptor	-6.90775527898214	-1.24250646832818
Diacyglycerol O-acyltransferase (EC 2.3.1.20)	-0.693147180559945	-6.90775527898214
Type IV secretion system protein VirD4	-6.90775527898214	-1.14072377401824
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	-0.102654154060083	-6.90775527898214
RNA-binding domain protein	-6.90775527898214	-1.35583515363518
RNA binding protein, contains ribosomal protein S1 domain	-0.600056757493933	-6.90775527898214
Response regulator NasT	-6.90775527898214	-1.29756624551121
FIG002994: Putative transcriptional regulator	-6.90775527898214	-1.86666077740117
Inner membrane protein translocase component YidC, OxaA protein	-0.514898949153627	-6.90775527898214
Late competence protein ComGC, access of DNA to ComEA, FIG007487	-0.363667979429703	-6.90775527898214
putative outer membrane protein, probably involved in nutrient binding	-6.90775527898214	-0.377509030841574
Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)	-6.90775527898214	-1.77135059759685
ABC transporter, substrate binding protein	-6.90775527898214	-1.77135059759685
2-hydroxymuconic semialdehyde hydrolase (EC 3.1.1.-)	-6.90775527898214	-1.48366852514507
Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)	-6.90775527898214	-1.71251009757391
Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	-0.556571645554195	-6.90775527898214
Twin-arginine translocation protein TatAd	-0.880358722648092	-6.90775527898214
IcmF-related protein	-6.90775527898214	-0.455673803690911
Prespore specific transcriptional activator RsfA	-0.622529613345992	-6.90775527898214
Transcriptional regulatory protein RstA	-6.90775527898214	-0.642885345779057
Outer membrane lipoprotein	-6.90775527898214	-0.911149332373736
Uncharacterized protein YidR	-6.90775527898214	-1.8021222562636
Arginine ABC transporter, ATP-binding protein ArtP	-6.90775527898214	-1.46119566929301
Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	-6.90775527898214	-0.801950040408744
Putative uncharacterized protein ydbL, may be related to amine metabolism	-6.90775527898214	-1.41771055735327
Uncharacterized protein ImpA	-6.90775527898214	-0.180261823830944
ATP-dependent RNA helicase Atu1833	-6.90775527898214	-1.90056232907685
Pirin-like protein YhaK	-6.90775527898214	-1.86666077740117
Type VI secretion lipoprotein/VasD	-6.90775527898214	-0.81351086280982
Uncharacterized ABC transporter, auxiliary component YrbC	-6.90775527898214	-0.585726931939108
Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	-6.90775527898214	-0.16799173123913
Glutathione synthetase (EC 6.3.2.3)	-6.90775527898214	-0.31909826868516
Membrane-bound protease, CAAX family	-0.823200308808143	-6.90775527898214
MSHA biogenesis protein MshL	-6.90775527898214	-1.86666077740117
Protein erfK/srfK	-1.03942341727778	-6.90775527898214
RNA signal recognition particle 4.5S RNA	-6.90775527898214	-1.77135059759685
Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	-6.90775527898214	-1.03375165446607
Cytochrome c peroxidase	-6.90775527898214	-1.8021222562636
Conserved uncharacterized protein CreA	-6.90775527898214	-0.746069582014288
Membrane fusion protein of RND family multidrug efflux pump	-6.90775527898214	-0.218002151813791
Transcriptional regulatory protein PhoP	-6.90775527898214	-1.46119566929301
COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination / ribosomal protein L7Ae family protein	-6.90775527898214	-1.6569402464191
Trehalase (EC 3.2.1.28); Periplasmic trehalase precursor (EC 3.2.1.28)	-6.90775527898214	-1.68433922060722
Phage tail fiber assembly protein	-6.90775527898214	-1.39665714815544
Cyclic di-GMP binding protein precursor	-6.90775527898214	-1.35583515363518
Rhodanese domain protein UPF0176	-6.90775527898214	-1.74149763444717
Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	-6.90775527898214	-1.09347088916769
6-hexanolactone hydrolase	-6.90775527898214	-1.8021222562636
FIG138056: a glutathione-dependent thiol reductase	-6.90775527898214	-0.633129170833692
N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	-6.90775527898214	-1.55428609235902
Multidrug resistance protein A	-6.90775527898214	-1.68433922060722
Chromosome replication initiation protein dnaD	-0.329181803358534	-6.90775527898214
glycosyl hydrolase, family 31	-1.07451473708905	-6.90775527898214
Tail fiber assembly protein	-6.90775527898214	-1.26052497383086
Rhodanese domain protein, Enterobacterial subgroup, YceA homolog	-6.90775527898214	-1.6569402464191
Head-tail preconnector protein GP5	-6.90775527898214	-1.60429651293368
L,D-transpeptidase YcbB	-6.90775527898214	-1.10897507570366
Methionine aminotransferase, PLP-dependent	-6.90775527898214	-1.93565364888812
HYPOTHETICAL SIGNAL PEPTIDE PROTEIN	-6.90775527898214	-1.39665714815544
Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)	-6.90775527898214	-1.0782034170369
Putative heme iron utilization protein	-6.90775527898214	-1.14072377401824
Phospholipase C 4 precursor (EC 3.1.4.3)	-6.90775527898214	-1.68433922060722
Low-affinity inorganic phosphate transporter	-6.90775527898214	-0.937124818776997
4-alpha-L-fucosyltransferase (EC 2.4.1.-)	-6.90775527898214	-1.68433922060722
Ribosomal large subunit pseudouridine synthase E (EC 4.2.1.70) ## LSU Psi2457	-6.90775527898214	-0.756998652546478
GDP-mannose pyrophosphatase YffH	-6.90775527898214	-1.68433922060722
6-phospho-beta-galactosidase (EC 3.2.1.85)	-0.880358722648092	-6.90775527898214
Fimbriae usher protein StfC	-6.90775527898214	-1.6569402464191
Cyclic AMP receptor protein	-6.90775527898214	-1.04835045388722
ADP compounds hydrolase NudE (EC 3.6.1.-)	-6.90775527898214	-1.00517828202201
Paraquat-inducible protein A	-6.90775527898214	-0.21161235371502
Alkanesulfonate utilization operon LysR-family regulator CbI	-6.90775527898214	-1.71251009757391
Xanthomonapepsin precursor (EC 3.4.21.101)	-6.90775527898214	-1.90056232907685
Phage tail fiber protein #Phage host specificity protein J	-6.90775527898214	-0.790521344585122
putative patatin-like phospholipase	-6.90775527898214	-1.41771055735327
Uncharacterized protein ygiV	-6.90775527898214	-1.83387095457818
type 1 fimbriae anchoring protein FimD	-6.90775527898214	-0.768048488733063
Phage minor tail protein #Phage minor tail protein U	-6.90775527898214	-1.63027199933694
Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG	-0.972732042779107	-6.90775527898214
Sensory transduction histidine kinases	-6.90775527898214	-1.90056232907685
Arabinose efflux permease	-6.90775527898214	-1.10897507570366
Formate dehydrogenase subunit or accessory protein	-6.90775527898214	-1.39665714815544
Oxidoreductase probably involved in sulfite reduction	-6.90775527898214	-0.963793065859158
Glycine betaine ABC transport system, permease protein OpuAB / Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC	-1.0055218656021	-6.90775527898214
Putative lipase	-6.90775527898214	-1.60429651293368
FIG005590: DegV family protein	-0.769133087537867	-6.90775527898214
Uncharacterized protein ImpD	-6.90775527898214	-0.558327957750994
Nitrogen regulation protein ntrY (EC 2.7.3.-)	-6.90775527898214	-1.8021222562636
FIG001341: Probable Fe(2+)-trafficking protein YggX	-6.90775527898214	-0.604419064951261
Agglutination protein	-6.90775527898214	-1.3166144404819
Sensor protein PhoQ (EC 2.7.13.3)	-6.90775527898214	-0.898410306596307
Phage major capsid protein #Fam0006	-6.90775527898214	-1.6569402464191
Probable monothiol glutaredoxin GrlA	-6.90775527898214	-1.57897870494939
N-terminal domain of CinA protein, COG1058 / C-terminal domain of CinA type E	-6.90775527898214	-1.71251009757391
CopG protein	-6.90775527898214	-1.01936291701397
Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)	-0.910211685797773	-6.90775527898214
Inner membrane protein yciS	-6.90775527898214	-1.90056232907685
Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	-0.346276236717834	-6.90775527898214
PUTATIVE TRANSMEMBRANE PROTEIN	-6.90775527898214	-1.48366852514507
Uncharacterized metabolite ABC transporter in Enterobacteriaceae, ATP-binding protein EC-YbbA	-6.90775527898214	-1.93565364888812
Thioredoxin 2 (EC 1.8.1.8)	-6.90775527898214	-1.63027199933694
Malonate decarboxylase beta subunit	-6.90775527898214	-1.93565364888812
Capsular polysaccharide export system inner membrane protein KpsE	-6.90775527898214	-1.77135059759685
Phospholipase/lecithinase/hemolysin	-6.90775527898214	-1.46119566929301
Putative virulence factor	-6.90775527898214	-1.71251009757391
Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM	-6.90775527898214	-1.41771055735327
Hemolysin	-6.90775527898214	-1.77135059759685
Negative regulator of flagellin synthesis FlgM	-6.90775527898214	-1.17351359684123
Type III secretion cytoplasmic protein (YscL)	-6.90775527898214	-1.83387095457818
competence lipoprotein ComL, putative	-6.90775527898214	-1.90056232907685
Foldase protein PrsA precursor (EC 5.2.1.8) @ Foldase clustered with pyrimidine conversion	-0.693147180559945	-6.90775527898214
Pyridoxal-5'-phosphate phosphatase (EC 3.1.3.74), Alphaproteobacterial type	-6.90775527898214	-1.43921676257423
PTS system permease (IIAMan), nitrogen regulatory IIA protein	-6.90775527898214	-1.93565364888812
FIG009439: Cytosolic protein containing multiple CBS domains	-0.535518236356362	-6.90775527898214
Thiamine kinase (EC 2.7.1.89) @ Adenosylcobinamide kinase (EC 2.7.1.156)	-6.90775527898214	-1.60429651293368
Peptide transport system ATP-binding protein SapD	-6.90775527898214	-1.26052497383086
Outer membrane protein Imp, required for envelope biogenesis / Organic solvent tolerance protein precursor	-6.90775527898214	-0.120363682249875
FIG011945: O-methyltransferase family protein	-0.600056757493933	-6.90775527898214
Protein yecM	-6.90775527898214	-1.35583515363518
Uncharacterized monothiol glutaredoxin ycf64-like	-6.90775527898214	-1.6569402464191
S-adenosylmethionine-dependent methyltransferase Functionally Coupled to the MukBEF Chromosome Partitioning Mechanism	-6.90775527898214	-1.22480689122878
Stage V sporulation protein AE (SpoVAE)	-0.363667979429703	-6.90775527898214
YaaH protein	-6.90775527898214	-1.86666077740117
Nitrate reductase cytochrome c550-type subunit	-6.90775527898214	-0.991192040047273
2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77)	-6.90775527898214	-1.90056232907685
Nucleoside-diphosphate sugar epimerase/dehydratase	-6.90775527898214	-1.336032526339
Heat shock (predicted periplasmic) protein YciM, precursor	-6.90775527898214	-0.724563376793324
Polymyxin resistance protein ArnA_DH, UDP-glucuronic acid decarboxylase (EC 4.1.1.-) / Polymyxin resistance protein ArnA_FT, UDP-4-amino-4-deoxy-L-arabinose formylase (EC 2.1.2.-)	-6.90775527898214	-1.6569402464191
Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	-0.910211685797773	-6.90775527898214
Gene D protein	-6.90775527898214	-1.27887411249905
Lysophospholipid transporter LplT	-6.90775527898214	-1.90056232907685
hemimethylated DNA binding protein YccV	-6.90775527898214	-1.90056232907685
Putative phosphatase YigL, haloacid dehalogenase-like phosphatase family	-6.90775527898214	-1.15698429489002
Mu-like prophage FluMu protein gp29	-6.90775527898214	-1.77135059759685
Cytochrome c5	-6.90775527898214	-1.29756624551121
putative virulence protein	-6.90775527898214	-1.53018854077996
Glucans biosynthesis protein G precursor	-6.90775527898214	-1.01936291701397
putative outer membrane lipoprotein	-6.90775527898214	-1.57897870494939
Conserved protein YcjX with nucleoside triphosphate hydrolase domain	-6.90775527898214	-1.17351359684123
GTP pyrophosphokinase (EC 2.7.6.5) ## Bsu YjbM	-0.312374685042152	-6.90775527898214
Putative periplasmic or exported protein	-6.90775527898214	-1.41771055735327
Putative permease PerM (= YfgO)	-6.90775527898214	-0.937124818776997
General secretion pathway protein F	-6.90775527898214	-0.604419064951261
Sensory histidine kinase in two-component regulatory system with RstA	-6.90775527898214	-0.924052737209644
Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)	-6.90775527898214	-1.19032071515761
Putative ABC transporter of substrate X, ATP-binding subunit; interrupted	-6.90775527898214	-1.50665804336977
Uxu operon transcriptional regulator	-6.90775527898214	-1.77135059759685
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	-6.90775527898214	-0.0529224014543426
Glutathione S-transferase	-6.90775527898214	-1.19032071515761
Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	-6.90775527898214	-1.86666077740117
Ascorbate utilization transcriptional regulator UlaR, HTH-type	-6.90775527898214	-1.74149763444717
Succinylarginine dihydrolase (EC 3.5.3.23)	-6.90775527898214	-0.937124818776997
Lipopolysaccharide biosynthesis protein WzxC	-6.90775527898214	-1.8021222562636
FIG023911: putative membrane protein	-6.90775527898214	-1.46119566929301
Putative carboxymethylenebutenolidase (EC 3.1.1.45)	-6.90775527898214	-1.90056232907685
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) / NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	-6.90775527898214	-1.63027199933694
Outer membrane protein and related peptidoglycan-associated (lipo)proteins	-6.90775527898214	-1.8021222562636
Putative S-transferase	-6.90775527898214	-1.86666077740117
Iron binding protein SufA for iron-sulfur cluster assembly	-6.90775527898214	-0.991192040047273
FOG: Ankyrin repeat	-6.90775527898214	-1.1247234326718
ATP-dependent Zn proteases	-6.90775527898214	-1.93565364888812
Putative outer membrane protein	-6.90775527898214	-0.408045754701656
Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication	-0.669049628980885	-6.90775527898214
extracellular protein	-0.669049628980885	-6.90775527898214
Bacterioferritin-associated ferredoxin	-6.90775527898214	-0.963793065859158
Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)	-0.669049628980885	-6.90775527898214
Glycosyltransferase LafA, responsible for the formation of Glc-DAG	-0.85137118577484	-6.90775527898214
4Fe-4S ferredoxin, nitrogenase-associated	-6.90775527898214	-1.55428609235902
Sensor protein torS (EC 2.7.3.-)	-6.90775527898214	-1.35583515363518
GNAT family acetyltransferase YiiD potentially involved in tRNA processing	-6.90775527898214	-1.71251009757391
Putative transporting ATPase	-6.90775527898214	-1.26052497383086
Inosine-guanosine kinase (EC 2.7.1.73)	-6.90775527898214	-1.22480689122878
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	-6.90775527898214	-1.03375165446607
Type III secretion chaperone protein for YopD (SycD)	-6.90775527898214	-1.93565364888812
NADH oxidoreductase hcr (EC 1.-.-.-)	-6.90775527898214	-1.60429651293368
Flp pilus assembly protein TadG	-6.90775527898214	-1.77135059759685
Glycine cleavage system transcriptional activator GcvA	-6.90775527898214	-0.662687973075237
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	-6.90775527898214	-0.977398717914937
NfuA Fe-S protein maturation	-6.90775527898214	-0.937124818776997
Uncharacterized SAV1743 homolog	-0.85137118577484	-6.90775527898214
Beta-fimbriae probable major subunit	-6.90775527898214	-1.86666077740117
DNA replication intiation control protein YabA	-0.295845383090942	-6.90775527898214
Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	-0.940983344464527	-6.90775527898214
Putative sugar isomerase involved in processing of exogenous sialic acid ## in nan gene cluster	-6.90775527898214	-1.83387095457818
Plasmid replication protein RepB	-6.90775527898214	-1.27887411249905
Protein ydgH precursor	-6.90775527898214	-1.90056232907685
Uncharacterized protein ImpB	-6.90775527898214	-0.192684343829501
Aldehyde dehydrogenase (EC 1.2.1.3); Probable coniferyl aldehyde dehydrogenase (EC 1.2.1.68)	-6.90775527898214	-1.90056232907685
General secretion pathway protein M	-6.90775527898214	-0.682890680392756
Uncharacterized protein ylaB	-6.90775527898214	-1.93565364888812
Transcriptional regulator CtsR	-0.26358452087272	-6.90775527898214
Protein GerPF, required for proper assembly of spore coat, mutations lead to super-dormant spore	-1.03942341727778	-6.90775527898214
Alanine racemase (EC 5.1.1.1) ## catabolic	-6.90775527898214	-1.1247234326718
Cyclase	-6.90775527898214	-1.71251009757391
FUPA27 P-type ATPase #(EC 3.6.3.4);(TC# 3.A.3.27.1)	-6.90775527898214	-1.50665804336977
tRNA (uracil(54)-C5)-methyltransferase (EC 2.1.1.35)	-6.90775527898214	-0.825206902573012
Periplasmic protein p19 involved in high-affinity Fe2+ transport	-6.90775527898214	-1.71251009757391
IncF plasmid conjugative transfer pilus assembly protein TraB	-6.90775527898214	-1.8021222562636
Arsenic resistance protein ArsH	-6.90775527898214	-1.77135059759685
Outer membrane protein NlpB, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and YfgL); Lipoprotein-34 precursor	-6.90775527898214	-1.35583515363518
Transcriptional regulator CsgD for 2nd curli operon	-6.90775527898214	-1.93565364888812
WzxE protein	-6.90775527898214	-1.77135059759685
Histidine utilization repressor	-6.90775527898214	-0.652737642222069
Mlr7403 protein	-6.90775527898214	-0.633129170833692
Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	-6.90775527898214	-0.991192040047273
Transcriptional regulator of glmS gene, DeoR family	-6.90775527898214	-1.86666077740117
Phosphomannomutase (EC 5.4.2.8) / Phosphoglucomutase (EC 5.4.2.2) / Phosphoglucosamine mutase (EC 5.4.2.10)	-6.90775527898214	-1.74149763444717
Substrate-specific component ThiT of thiamin ECF transporter	-0.743157601134607	-6.90775527898214
Bacitracin export permease protein BceB	-0.0372713947972317	-6.90775527898214
Nudix-like NDP and NTP phosphohydrolase YmfB	-6.90775527898214	-1.22480689122878
Predicted glutamine amidotransferase	-6.90775527898214	-1.39665714815544
FOG: CheY-like receiver	-6.90775527898214	-1.24250646832818
Ribulose-phosphate 3-epimerase (EC 5.1.3.1) # in galactitol utilization cluster	-0.910211685797773	-6.90775527898214
FIG002060: uncharacterized protein YggL	-6.90775527898214	-1.336032526339
FIG138315: Putative alpha helix protein	-6.90775527898214	-0.713981267462787
General secretion pathway protein D	-6.90775527898214	-0.472067613466587
FIG002207: Probable transmembrane protein	-6.90775527898214	-1.90056232907685
2-keto-3-deoxy-L-fuconate dehydrogenase	-6.90775527898214	-1.29756624551121
Chromosome initiation inhibitor	-6.90775527898214	-0.963793065859158
5-methyl-dCTP pyrophosphohydrolase (EC 3.6.1.-)	-6.90775527898214	-1.1247234326718
Heme efflux system permease HrtB	-0.85137118577484	-6.90775527898214
ABC-type amino acid transport, signal transduction systems, periplasmic component/domain	-6.90775527898214	-1.8021222562636
DNA polymerase III psi subunit (EC 2.7.7.7)	-6.90775527898214	-1.50665804336977
Acetyl-CoA hydrolase	-6.90775527898214	-1.60429651293368
Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)	-6.90775527898214	-1.19032071515761
Phosphotransferase involved in threonylcarbamoyladenosine t(6)A37 formation in tRNA	-6.90775527898214	-0.924052737209644
ATP-dependent RNA helicase RhlB	-6.90775527898214	-0.81351086280982
membrane c-type cytochrome cy	-6.90775527898214	-1.74149763444717
Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	-6.90775527898214	-1.06316553967236
Transport ATP-binding protein CydCD	-6.90775527898214	-1.41771055735327
Spermidine/putrescine-binding periplasmic protein	-6.90775527898214	-1.48366852514507
Transcriptional repressor protein TyrR # regulates the aroA I (aroF)-tyrA, aroA I (aroL and aroG) and aroP operons.	-6.90775527898214	-1.39665714815544
Sigma factor RpoE negative regulatory protein RseA	-6.90775527898214	-0.779221789331188
YrbA protein	-6.90775527898214	-0.263911853117869
putative dioxygenase	-6.90775527898214	-1.77135059759685
Competence-specific sigma factor ComX	-0.910211685797773	-6.90775527898214
Two-component system regulatory protein	-6.90775527898214	-1.06316553967236
Type IV pilus biogenesis protein PilP	-6.90775527898214	-0.693147180559945
type 1 fimbriae major subunit FimA	-6.90775527898214	-1.46119566929301
Biofilm PGA synthesis auxiliary protein PgaD	-6.90775527898214	-1.93565364888812
N-acetylmuramoyl-L-alanine amidase, family 4	-0.217064505237827	-6.90775527898214
Predicted thioesterase	-6.90775527898214	-1.93565364888812
Competence-stimulating peptide ABC transporter ATP-binding protein ComA	-0.795801334620029	-6.90775527898214
sugar-binding transcriptional regulator, LacI family	-0.85137118577484	-6.90775527898214
IncF plasmid conjugative transfer pilus assembly protein TraH	-6.90775527898214	-1.8021222562636
FolM Alternative dihydrofolate reductase 1	-6.90775527898214	-0.633129170833692
COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily	-0.346276236717834	-6.90775527898214
Cystine ABC transporter, permease protein	-6.90775527898214	-1.43921676257423
GGDEF domain/EAL domain protein	-6.90775527898214	-1.83387095457818
Predicted ATPase with chaperone activity, associated with Flp pilus assembly	-6.90775527898214	-1.8021222562636
Tyrosine-specific transport protein	-6.90775527898214	-0.713981267462787
Type IV pilus biogenesis protein PilZ	-6.90775527898214	-1.77135059759685
Lipid A biosynthesis (KDO) 2-(lauroyl)-lipid IVA acyltransferase (EC 2.3.1.-)	-6.90775527898214	-1.00517828202201
ROK family Glucokinase with ambiguous substrate specificity	-6.90775527898214	-1.68433922060722
S-formylglutathione hydrolase (EC 3.1.2.12)	-6.90775527898214	-0.531659710668833
ProQ: influences osmotic activation of compatible solute ProP	-6.90775527898214	-1.24250646832818
BatD	-6.90775527898214	-1.04835045388722
Purine nucleotide synthesis repressor	-6.90775527898214	-1.3760378609527
Ureidoglycolate hydrolase (EC 3.5.3.19)	-6.90775527898214	-0.977398717914937
Protein involved in catabolism of external DNA	-6.90775527898214	-0.377509030841574
Uncharacterized protein ybfE	-6.90775527898214	-1.77135059759685
Methionine repressor MetJ	-6.90775527898214	-1.22480689122878
Uncharacterized protein YeaC	-6.90775527898214	-1.50665804336977
Protein of avirulence locus ImpE	-6.90775527898214	-1.71251009757391
Ferric reductase (1.6.99.14)	-6.90775527898214	-1.39665714815544
Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	-6.90775527898214	-0.693147180559945
Fructose-specific phosphocarrier protein HPr (EC 2.7.1.69) / PTS system, fructose-specific IIA component (EC 2.7.1.69)	-6.90775527898214	-1.46119566929301
Osmotically inducible lipoprotein E precursor	-6.90775527898214	-1.93565364888812
Response regulator BaeR	-6.90775527898214	-1.48366852514507
NadR transcriptional regulator / Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1) / Ribosylnicotinamide kinase (EC 2.7.1.22)	-6.90775527898214	-1.83387095457818
DedA family inner membrane protein YqjA	-6.90775527898214	-1.90056232907685
Uncharacterized protein YhjG	-6.90775527898214	-1.63027199933694
Putrescine utilization regulator	-6.90775527898214	-1.53018854077996
DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS	-6.90775527898214	-1.83387095457818
FIG006988: Lipase/Acylhydrolase with GDSL-like motif	-0.494696241836107	-6.90775527898214
MCE-family protein Mce1B	-1.07451473708905	-6.90775527898214
ATPase, AFG1 family	-6.90775527898214	-0.790521344585122
Putative arylsulfate sulfotransferase (EC 2.8.2.22)	-6.90775527898214	-1.8021222562636
MFS family multidrug efflux protein, similarity to bicyclomycin resistance protein Bcr	-6.90775527898214	-1.74149763444717
